@RELATION data/rfMusicGenre
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE features137 NUMERIC
@ATTRIBUTE features138 NUMERIC
@ATTRIBUTE class {sad,love,classical,beach}

@DATA
0.053872,0.080723,3.222611,0.125142,0.158929,0.488986,0.005167,0.088471,-21.949769,1.682591,0.297697,0.326281,0.056823,-0.013653,0.070083,0.243308,0.119994,0.168701,-0.033115,-0.009032,-0.011126,0.012512,0.013970,0.052959,0.008372,0.014476,0.007101,0.073793,0.003465,0.004453,0.011715,0.045598,0.002834,0.033358,-0.000029,0.000079,-0.000673,-0.000042,-0.000000,-0.000656,0.000010,-0.000065,0.000514,0.000432,0.000576,0.001108,0.000798,0.000634,-0.000761,-0.000167,0.001061,-0.000165,0.000469,0.000057,-0.000410,0.000003,-0.000003,0.000075,-0.000111,0.000040,-0.000007,0.000085,-0.000003,-0.000002,0.000021,0.000066,-0.000002,0.000013,0.019692,0.025599,0.071811,0.026814,0.023674,0.212689,0.002935,0.044086,0.465234,0.340149,0.313962,0.319584,0.271301,0.234956,0.235030,0.256888,0.247745,0.238167,0.223128,0.218604,0.206775,0.012104,0.012189,0.028690,0.009044,0.010942,0.006498,0.044204,0.005095,0.005430,0.010606,0.025610,0.003222,0.010982,0.018904,0.029883,0.091048,0.025891,0.028757,0.199794,0.003473,0.042865,0.505895,0.326840,0.298602,0.299510,0.257905,0.241002,0.245369,0.241948,0.235784,0.228550,0.225932,0.227059,0.224953,0.014452,0.014429,0.031552,0.009722,0.013176,0.007140,0.045100,0.006430,0.006153,0.013133,0.029350,0.004140,0.011933,240.000000,0.107955,love
0.025244,0.018789,3.187810,0.079879,0.152867,0.024637,0.009106,0.029088,-27.180523,3.001011,-1.092899,-0.223067,0.030199,0.540310,0.220491,-0.048520,-0.136088,0.047598,-0.003729,-0.035189,-0.024651,0.009293,0.008357,0.019392,0.025496,0.018495,0.006945,0.037322,0.010261,0.010794,0.015622,0.015690,0.004721,0.026833,0.000013,0.000053,0.000267,-0.000054,-0.000081,-0.000032,0.000007,0.000006,0.003280,0.000282,-0.001791,0.000080,-0.000285,-0.000098,-0.000981,-0.001096,0.001690,0.002376,0.001050,-0.000285,-0.000070,-0.000005,-0.000000,-0.000008,-0.000155,-0.000063,-0.000047,-0.000022,0.000009,0.000027,-0.000001,0.000001,0.000014,-0.000037,0.003928,0.008409,0.110928,0.027919,0.043374,0.018070,0.008369,0.003640,1.005954,0.572457,0.386491,0.322216,0.328571,0.276076,0.289516,0.283859,0.274401,0.281539,0.260478,0.214287,0.196970,0.010972,0.010637,0.016251,0.032630,0.016933,0.009014,0.030708,0.010971,0.009784,0.014143,0.012400,0.004745,0.012187,0.003009,0.007706,0.140924,0.040440,0.063186,0.021895,0.011816,0.003340,0.939382,0.713556,0.369480,0.281443,0.309926,0.278315,0.262239,0.249332,0.264426,0.242508,0.226191,0.214429,0.194714,0.007947,0.010037,0.014987,0.023159,0.015509,0.008052,0.027887,0.011161,0.010490,0.010450,0.012201,0.004369,0.011241,300.000000,0.087108,classical
0.039541,0.020643,3.233562,0.095755,0.143527,0.244737,0.004453,0.061263,-25.043934,1.942573,-0.302228,-0.007920,-0.427553,-0.136058,-0.266563,0.033330,0.084321,0.040359,0.008057,0.006267,0.004407,0.012263,0.015786,0.021339,0.021432,0.020064,0.008668,0.015480,0.003945,0.013537,0.022458,0.031943,0.012593,0.022803,0.000026,-0.000012,0.000347,0.000009,-0.000003,0.000050,0.000010,0.000023,-0.005988,-0.001542,-0.001453,-0.001447,-0.002088,-0.000531,-0.000002,-0.000044,0.000005,-0.000027,0.000262,-0.000448,-0.000264,-0.000008,0.000146,0.000030,-0.000011,-0.000234,0.000004,-0.000031,0.000005,0.000001,0.000005,-0.000008,0.000005,-0.000035,0.007808,0.009373,0.053148,0.016944,0.027663,0.084189,0.002048,0.015310,0.733640,0.349725,0.263366,0.270529,0.240854,0.220709,0.232317,0.244157,0.235395,0.255907,0.257532,0.201098,0.191790,0.009912,0.015972,0.014201,0.017718,0.015701,0.007598,0.011116,0.003489,0.011149,0.016805,0.022671,0.011175,0.007669,0.007842,0.005926,0.066878,0.020201,0.035902,0.079816,0.002688,0.014919,0.393757,0.291685,0.281325,0.271345,0.259036,0.247203,0.234263,0.222343,0.226380,0.224436,0.213075,0.203913,0.189990,0.009574,0.011050,0.012848,0.015284,0.013867,0.008416,0.010044,0.004173,0.010494,0.014259,0.020645,0.009599,0.007527,200.000000,0.078588,classical
0.031456,0.025751,3.215456,0.086121,0.140479,0.177976,0.006536,0.049315,-24.462132,2.184351,-0.108540,0.166906,-0.209564,0.246756,-0.281613,-0.017897,-0.014746,-0.165092,-0.224839,0.000837,-0.094618,0.042424,0.015966,0.037337,0.007227,0.021796,0.030308,0.020593,0.001204,0.004894,0.014280,0.038478,0.003737,0.033712,0.000020,-0.000118,-0.000243,-0.000049,-0.000065,0.000028,0.000027,0.000027,-0.002029,-0.000271,-0.000356,-0.000823,-0.000160,-0.000323,-0.001226,-0.000222,0.000163,-0.000828,-0.000624,-0.000100,-0.000834,0.000136,0.000017,-0.000210,0.000005,-0.000009,-0.000004,-0.000023,0.000000,-0.000001,0.000029,-0.000003,0.000007,-0.000013,0.009714,0.016506,0.066723,0.019023,0.032825,0.102204,0.004181,0.017223,0.667759,0.453037,0.312070,0.255040,0.239903,0.222411,0.208977,0.236093,0.241347,0.228912,0.241780,0.258868,0.256290,0.033808,0.017948,0.035065,0.007762,0.022500,0.023181,0.017069,0.001345,0.005069,0.013172,0.032883,0.003820,0.010332,0.008247,0.014416,0.085884,0.023902,0.044058,0.079112,0.006067,0.014420,0.500554,0.347546,0.304500,0.277146,0.258475,0.247135,0.234394,0.261219,0.239159,0.227544,0.234950,0.239834,0.219582,0.028526,0.016955,0.026342,0.007258,0.017466,0.021635,0.014044,0.001249,0.004903,0.012158,0.027432,0.004220,0.011126,300.000000,0.089325,classical
0.021388,0.022533,3.204460,0.074635,0.149995,0.018814,0.006222,0.028783,-26.436619,3.631286,-0.811463,-0.033394,-0.341145,-0.008410,0.005503,-0.050676,-0.191524,0.012144,0.052580,0.024751,-0.013263,0.040034,0.007983,0.030183,0.008868,0.016967,0.023263,0.022396,0.003805,0.017421,0.016049,0.017448,0.003836,0.028802,-0.000003,-0.000057,0.000062,0.000019,0.000021,0.000003,0.000007,-0.000021,-0.008683,0.000064,0.000488,0.000218,0.000424,-0.000451,-0.001022,-0.000913,0.000034,0.001069,0.001093,0.000092,0.000591,-0.000247,-0.000002,-0.000036,-0.000013,0.000029,0.000018,0.000073,-0.000001,0.000148,-0.000005,-0.000006,-0.000006,-0.000019,0.004238,0.014734,0.078677,0.025409,0.040980,0.014457,0.005542,0.005813,1.063157,0.535757,0.374083,0.263142,0.248944,0.296417,0.276579,0.228144,0.249085,0.236507,0.230161,0.223092,0.230614,0.036529,0.008768,0.024667,0.007332,0.013048,0.023298,0.015492,0.003897,0.016502,0.013896,0.012943,0.003390,0.009397,0.003482,0.010983,0.102436,0.033062,0.054133,0.016635,0.007587,0.004923,0.778727,0.617589,0.362604,0.275575,0.239994,0.239288,0.229926,0.211201,0.220567,0.209879,0.208754,0.194392,0.190681,0.024881,0.008435,0.017689,0.005852,0.011365,0.016372,0.013813,0.003600,0.011597,0.009614,0.009041,0.003709,0.008592,150.000000,0.072497,classical
0.031512,0.020199,3.182779,0.083932,0.139377,0.175100,0.005534,0.046287,-25.915833,2.332598,-0.316967,-0.163692,-0.367993,0.070614,-0.110574,-0.066905,-0.197107,0.036980,0.003777,0.076145,0.042642,0.027723,0.013121,0.029576,0.013349,0.014606,0.022095,0.034121,0.003513,0.011853,0.013869,0.026670,0.008656,0.024710,-0.000027,-0.000001,0.000348,-0.000019,-0.000014,-0.000142,0.000013,-0.000012,-0.002159,0.001157,0.000993,-0.000082,-0.000598,-0.001212,-0.000020,0.000966,0.001074,-0.000814,-0.000969,0.000902,0.000050,0.000263,0.000001,-0.000072,0.000010,-0.000001,0.000011,-0.000014,-0.000021,-0.000039,0.000005,0.000009,0.000034,0.000044,0.006164,0.006698,0.101473,0.018899,0.033677,0.067405,0.003423,0.012184,0.755103,0.292013,0.260103,0.227590,0.201951,0.216787,0.236928,0.215531,0.227442,0.230055,0.210975,0.192597,0.207991,0.019972,0.011420,0.019316,0.011341,0.014226,0.019119,0.021473,0.002905,0.010054,0.010425,0.017395,0.008699,0.008280,0.006264,0.005191,0.142484,0.024613,0.044840,0.066213,0.004831,0.012584,0.493142,0.270173,0.257172,0.232343,0.230910,0.237185,0.248614,0.235057,0.238461,0.210564,0.218224,0.206682,0.210701,0.017851,0.011098,0.018879,0.009899,0.012152,0.021498,0.020031,0.003934,0.010127,0.010064,0.013512,0.008496,0.008827,150.000000,0.098712,classical
0.018999,0.015026,3.161963,0.071739,0.146387,0.025693,0.004196,0.024593,-26.002457,3.700571,-0.453348,-0.076479,-0.691632,-0.272634,-0.343472,-0.109029,-0.116518,0.057209,-0.083856,-0.059642,0.067482,0.023494,0.003410,0.015660,0.015113,0.046151,0.033632,0.015693,0.002347,0.003931,0.034216,0.016005,0.018957,0.027261,-0.000004,0.000007,0.000038,0.000021,0.000070,-0.000005,0.000009,-0.000000,0.002002,0.000070,0.000235,0.001320,0.000403,0.000252,0.000430,-0.000603,-0.000483,-0.000409,0.000550,0.000396,-0.000922,0.000007,-0.000009,0.000017,-0.000001,0.000173,-0.000002,0.000024,0.000002,-0.000002,0.000030,-0.000034,-0.000106,0.000038,0.002553,0.009911,0.085839,0.025716,0.043742,0.018260,0.003944,0.003728,1.027604,0.468368,0.229547,0.236509,0.212913,0.239195,0.201060,0.217317,0.205470,0.221173,0.170096,0.177628,0.172696,0.015743,0.003071,0.007959,0.008944,0.018530,0.026304,0.012301,0.002457,0.002273,0.013413,0.010231,0.016010,0.007359,0.002480,0.006313,0.121317,0.032495,0.056705,0.017996,0.004970,0.003632,0.769880,0.510089,0.242918,0.239227,0.215512,0.219158,0.196362,0.214095,0.177897,0.184810,0.168161,0.191435,0.162104,0.016503,0.003096,0.007284,0.007425,0.016713,0.016592,0.013144,0.001732,0.002675,0.010764,0.007459,0.010384,0.006165,171.428571,0.112644,classical
0.026822,0.020609,3.205831,0.075192,0.140816,0.030123,0.004869,0.039350,-25.628615,2.996601,-1.508639,-0.392782,-0.694246,-0.342963,-0.225750,0.003036,-0.110248,0.010081,-0.107683,-0.055150,0.008180,0.016739,0.051327,0.015661,0.017982,0.010369,0.023872,0.006970,0.004213,0.011927,0.008180,0.010719,0.011524,0.025325,0.000060,-0.000041,-0.000058,0.000014,-0.000026,0.000060,0.000030,0.000050,-0.001597,-0.002708,-0.000113,0.000105,-0.001610,0.001453,0.001166,-0.000740,-0.000292,0.000628,-0.000878,0.000576,0.001020,-0.000016,-0.000258,-0.000006,0.000001,0.000024,-0.000041,0.000003,0.000191,-0.000003,-0.000001,0.000003,0.000006,-0.000019,0.004694,0.012344,0.059006,0.024882,0.042239,0.025172,0.002831,0.008676,0.960340,0.602455,0.356094,0.278867,0.278044,0.279511,0.247872,0.234200,0.232867,0.240628,0.226397,0.196709,0.203089,0.014333,0.031663,0.010634,0.015742,0.008244,0.014737,0.004933,0.004632,0.009380,0.006344,0.008849,0.013442,0.008811,0.003968,0.005815,0.069498,0.032615,0.057156,0.022970,0.003571,0.006834,0.604212,0.559974,0.386124,0.278886,0.262173,0.240795,0.227048,0.214948,0.211756,0.200657,0.199562,0.205972,0.192134,0.010232,0.022064,0.009860,0.009880,0.006253,0.011021,0.004548,0.003529,0.007933,0.005640,0.006825,0.008143,0.006366,240.000000,0.074074,classical
0.049506,0.012612,3.211878,0.090912,0.130156,0.216380,0.006727,0.073146,-25.210152,1.221201,-0.636452,0.272222,-0.610594,0.104151,-0.126104,0.120176,0.053196,0.040779,-0.078826,0.013523,0.011939,0.012750,0.014190,0.017401,0.012500,0.008937,0.010946,0.019893,0.003560,0.013438,0.017550,0.019860,0.007105,0.020511,-0.000013,-0.000007,-0.000049,0.000091,0.000190,0.000000,0.000005,-0.000033,-0.001657,0.000253,0.000961,0.001094,0.000547,-0.000272,0.001099,0.000551,0.000331,0.000206,-0.001899,-0.000310,0.000706,0.000002,0.000088,0.000103,-0.000004,0.000020,-0.000009,-0.000051,0.000020,-0.000009,-0.000044,-0.000001,-0.000002,0.000018,0.008646,0.007275,0.098793,0.021142,0.037775,0.100428,0.004356,0.011816,0.745897,0.466949,0.337561,0.274611,0.273499,0.281479,0.286155,0.316251,0.282075,0.294035,0.314131,0.245172,0.225811,0.015391,0.014759,0.014798,0.012693,0.008974,0.012225,0.017901,0.004422,0.014842,0.016908,0.018083,0.007767,0.008414,0.008563,0.005978,0.137821,0.025698,0.048320,0.102342,0.006023,0.012277,0.646399,0.376492,0.337495,0.289977,0.284806,0.297287,0.282660,0.281353,0.263843,0.241830,0.250091,0.225913,0.220031,0.015369,0.014696,0.014631,0.011299,0.007562,0.011063,0.017124,0.004888,0.014734,0.015448,0.012897,0.006911,0.009302,240.000000,0.090119,classical
0.045609,0.022499,3.230737,0.098435,0.135974,0.342633,0.004275,0.075408,-23.798195,1.575946,-0.177789,-0.155725,-0.343493,0.074141,-0.265802,0.058193,0.026111,-0.134006,-0.150834,0.046823,0.031835,0.017207,0.015487,0.015329,0.012695,0.042612,0.011095,0.014400,0.002272,0.007606,0.010607,0.018835,0.012197,0.021489,-0.000005,-0.000017,-0.000023,0.000004,0.000013,0.000040,0.000005,-0.000038,-0.007036,0.000193,0.001052,0.000466,0.000024,-0.000836,-0.000485,-0.000060,-0.000288,0.000242,0.000455,0.000102,0.000038,-0.000001,-0.000002,0.000045,-0.000077,-0.000040,0.000005,0.000040,-0.000001,0.000014,0.000047,0.000016,-0.000045,-0.000000,0.008314,0.009202,0.047616,0.014031,0.026460,0.092927,0.001728,0.016923,0.316604,0.273761,0.251855,0.240103,0.216396,0.222279,0.226166,0.235966,0.223407,0.229377,0.193169,0.212827,0.166027,0.012573,0.014513,0.010579,0.010440,0.025158,0.008940,0.008914,0.002121,0.006269,0.008636,0.011849,0.010425,0.007968,0.008470,0.009412,0.060888,0.017473,0.034957,0.092007,0.002302,0.017863,0.293334,0.253234,0.274111,0.262878,0.243024,0.245075,0.237938,0.230614,0.221524,0.222729,0.211120,0.215476,0.191508,0.013987,0.014829,0.009623,0.010441,0.026263,0.008874,0.008730,0.002553,0.005839,0.009903,0.011407,0.011818,0.009207,200.000000,0.097252,classical
0.036752,0.021064,3.237672,0.088788,0.139427,0.196366,0.004732,0.050408,-24.793481,1.948838,-0.686332,-0.257844,-0.317609,-0.025488,-0.270489,0.074006,0.136624,0.169984,0.064826,0.114888,0.094024,0.020481,0.024694,0.019815,0.011411,0.011815,0.024171,0.015621,0.002018,0.007004,0.031300,0.026967,0.007559,0.025065,0.000006,-0.000023,-0.000337,0.000051,0.000038,-0.000227,0.000002,-0.000021,-0.008488,-0.003005,-0.001766,0.001271,0.002171,0.000721,-0.001691,0.000129,0.001102,-0.000576,-0.000039,-0.000092,0.000186,0.000381,-0.000099,-0.000032,-0.000004,-0.000026,-0.000032,-0.000013,-0.000003,-0.000001,-0.000018,-0.000077,-0.000002,0.000084,0.005625,0.007329,0.046131,0.019426,0.033949,0.070683,0.002564,0.012247,0.465793,0.297591,0.254593,0.239101,0.237268,0.231789,0.219727,0.223693,0.221805,0.261732,0.191640,0.190414,0.183534,0.013804,0.018038,0.013707,0.008594,0.007336,0.019667,0.009608,0.001826,0.004968,0.024463,0.014573,0.006319,0.007683,0.005806,0.005709,0.059141,0.023347,0.042695,0.073180,0.003390,0.012965,0.322595,0.282375,0.263569,0.264215,0.248277,0.250761,0.234372,0.216846,0.220996,0.211765,0.214985,0.205341,0.197683,0.015631,0.017773,0.012057,0.008868,0.008886,0.016945,0.009132,0.001969,0.004246,0.017996,0.013786,0.006999,0.008224,300.000000,0.100000,classical
0.052688,0.021305,3.217304,0.109005,0.145889,0.427951,0.006215,0.074306,-25.475532,1.163518,-0.834639,-0.621792,-0.599599,-0.564609,-0.186734,0.098762,-0.124396,-0.033803,-0.073040,0.159242,-0.063277,0.005004,0.032040,0.004483,0.005846,0.003313,0.037177,0.017400,0.001037,0.008421,0.007226,0.009223,0.004009,0.021304,-0.000077,-0.000014,-0.000362,-0.000061,-0.000002,-0.000561,0.000019,-0.000107,-0.009805,0.004911,0.001056,-0.001155,-0.000362,-0.000520,-0.001430,-0.000128,0.000512,0.001022,0.000410,-0.000054,0.000149,0.000011,-0.000047,-0.000005,0.000006,0.000027,0.000056,-0.000024,-0.000002,-0.000021,0.000012,0.000028,0.000107,0.000012,0.010065,0.008710,0.060338,0.021605,0.031811,0.139784,0.002955,0.015112,0.560613,0.389119,0.343626,0.287370,0.286073,0.277084,0.254223,0.259372,0.253696,0.245983,0.224677,0.190870,0.180762,0.004668,0.023271,0.003337,0.006648,0.002940,0.021904,0.012432,0.000853,0.007028,0.005473,0.007776,0.004136,0.009375,0.010599,0.009153,0.081584,0.024437,0.040016,0.128502,0.004000,0.018000,0.502509,0.425867,0.383205,0.347340,0.323805,0.297503,0.281215,0.270338,0.254553,0.251287,0.245100,0.209113,0.224316,0.005087,0.027275,0.003863,0.006327,0.003498,0.023959,0.013750,0.001134,0.008040,0.005056,0.007184,0.004559,0.011344,240.000000,0.104526,classical
0.039821,0.019608,3.228234,0.088110,0.138148,0.263791,0.005158,0.062384,-25.419603,2.170168,-0.234022,0.245717,-0.086338,0.141079,0.170634,0.159918,0.003569,0.050213,-0.111224,-0.022228,0.110170,0.008766,0.010461,0.026501,0.023101,0.042507,0.012347,0.028268,0.003661,0.006185,0.015200,0.022775,0.004524,0.023987,-0.000129,-0.000030,-0.000277,-0.000148,-0.000072,-0.001818,0.000010,-0.000195,-0.010081,0.004531,-0.000460,-0.000551,-0.000941,0.001927,-0.000349,-0.000164,0.000143,0.001171,0.000607,0.000413,0.000277,-0.000000,-0.000006,0.000023,-0.000025,0.000004,0.000006,0.000144,0.000001,0.000016,0.000026,0.000046,0.000024,0.000019,0.011305,0.010435,0.064465,0.020210,0.032510,0.134708,0.002605,0.018490,0.860208,0.459953,0.296890,0.259620,0.226764,0.245565,0.220138,0.195454,0.240306,0.231506,0.222056,0.188163,0.201655,0.008452,0.009004,0.018978,0.017106,0.022504,0.009774,0.020432,0.003278,0.005001,0.012126,0.013316,0.004273,0.008100,0.008286,0.007879,0.081926,0.023784,0.042149,0.099134,0.003521,0.014588,0.560452,0.394047,0.275627,0.263892,0.252601,0.263400,0.239308,0.221989,0.236283,0.223803,0.227363,0.218622,0.212794,0.009697,0.011038,0.018266,0.017175,0.018785,0.009963,0.016634,0.004067,0.005020,0.012492,0.013007,0.004660,0.007245,133.333333,0.072600,classical
0.034049,0.017043,3.212803,0.082059,0.134362,0.137267,0.004303,0.047468,-24.553663,2.308728,-0.398380,-0.078006,-0.384906,0.115738,0.175011,0.123972,-0.077505,-0.158994,-0.201127,-0.095354,0.052903,0.020620,0.010354,0.039788,0.024547,0.026615,0.006170,0.020181,0.002204,0.004370,0.010760,0.014363,0.011109,0.020204,0.000020,-0.000034,0.000195,-0.000004,-0.000016,0.000007,0.000003,0.000020,-0.006881,-0.000382,-0.000683,0.001018,0.001196,0.000325,-0.000499,0.000664,0.000462,-0.000790,-0.000701,0.000509,-0.000535,0.000127,0.000019,0.000092,-0.000057,-0.000054,0.000009,-0.000035,-0.000008,-0.000007,-0.000034,-0.000001,-0.000013,0.000017,0.006815,0.006149,0.053795,0.017657,0.032900,0.045465,0.001749,0.011733,0.466533,0.243131,0.210353,0.207746,0.223393,0.205351,0.196743,0.232482,0.205238,0.211550,0.209801,0.187515,0.175191,0.019111,0.008489,0.023432,0.015470,0.015157,0.004002,0.014026,0.001700,0.003403,0.007071,0.008496,0.007154,0.006339,0.006699,0.004466,0.066891,0.023628,0.044952,0.049141,0.002343,0.011496,0.342180,0.231570,0.218008,0.223401,0.249390,0.210685,0.212330,0.217973,0.193251,0.209192,0.212100,0.197162,0.196892,0.019820,0.008657,0.025207,0.016330,0.015507,0.004964,0.011853,0.002022,0.003358,0.007034,0.009288,0.007973,0.006674,200.000000,0.078689,classical
0.039925,0.007162,3.176330,0.084989,0.136033,0.251610,0.004708,0.054941,-27.445316,2.234371,-0.127514,0.309071,-0.379284,0.196325,-0.093130,0.288603,-0.062721,0.076433,0.033154,0.132856,0.137061,0.015691,0.004264,0.035715,0.020041,0.029056,0.004505,0.040010,0.003335,0.010615,0.009603,0.024243,0.009465,0.022771,-0.000009,0.000002,0.000633,0.000047,0.000102,-0.000015,0.000002,-0.000008,0.000671,0.000352,0.000360,0.000068,-0.000292,-0.000483,-0.000436,0.000445,-0.000046,-0.000976,0.000252,0.000915,-0.000495,0.000003,0.000018,-0.000002,-0.000145,0.000113,-0.000007,-0.000067,-0.000002,0.000018,-0.000009,0.000002,-0.000005,0.000005,0.006311,0.003636,0.094113,0.021021,0.037212,0.075964,0.002529,0.012202,0.854893,0.290563,0.246580,0.224872,0.207567,0.207487,0.200130,0.190068,0.197055,0.184963,0.160062,0.160292,0.170510,0.010888,0.002943,0.020160,0.013422,0.015764,0.003239,0.024162,0.002874,0.006763,0.005451,0.016932,0.007508,0.007187,0.006492,0.002613,0.126618,0.026997,0.048982,0.082289,0.003445,0.013783,0.522742,0.278842,0.231194,0.221999,0.205836,0.201098,0.207482,0.205907,0.209852,0.182977,0.179506,0.187766,0.189798,0.010334,0.003322,0.020874,0.014229,0.017478,0.003789,0.027988,0.003522,0.005939,0.005448,0.018530,0.006744,0.007765,400.000000,0.089606,classical
